class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.990,1.000,0.968,0.938,32,30.0,1.0
ALFL,0.974,0.998,0.938,0.652,46,30.0,2.0
AMBI,0.679,0.989,1.000,0.444,9,4.0,0.0
AMCR,0.818,0.990,1.000,0.440,25,11.0,0.0
AMRO,0.829,0.995,0.778,0.583,12,7.0,2.0
BADO,0.940,0.999,0.857,0.818,22,18.0,3.0
BBWA,0.844,0.995,1.000,0.500,6,3.0,0.0
BCCH,0.708,0.992,0.643,0.900,10,9.0,5.0
BEKI,0.897,0.994,1.000,0.875,8,7.0,0.0
BLJA,0.949,0.998,1.000,0.750,20,15.0,0.0
BRCR,0.820,0.998,0.846,0.786,14,11.0,2.0
BTNW,0.982,0.999,1.000,0.842,19,16.0,0.0
CANG,0.758,0.998,0.545,1.000,6,6.0,5.0
CEDW,0.852,0.993,0.917,0.478,23,11.0,1.0
CHSP,0.944,0.977,1.000,0.574,54,31.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.983,0.999,0.947,0.818,22,18.0,1.0
DEJU,0.747,0.984,0.800,0.727,11,8.0,2.0
EAKI,0.982,1.000,1.000,0.857,7,6.0,0.0
EATO,0.992,1.000,1.000,0.909,11,10.0,0.0
EAWP,0.992,1.000,1.000,0.900,30,27.0,0.0
FISP,0.934,0.998,1.000,0.750,12,9.0,0.0
GCKI,0.833,0.987,1.000,0.583,12,7.0,0.0
GHOW,0.702,0.907,1.000,0.321,28,9.0,0.0
HETH,0.564,0.838,1.000,0.186,43,8.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.966,0.998,1.000,0.783,23,18.0,0.0
NOFL,0.973,1.000,0.818,0.900,10,9.0,2.0
OVEN,0.967,0.999,0.900,0.900,10,9.0,1.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.951,0.999,1.000,0.462,13,6.0,0.0
RWBL,0.963,0.997,0.969,0.838,37,31.0,1.0
SWSP,0.887,0.990,1.000,0.590,39,23.0,0.0
SWTH,0.933,0.999,0.833,1.000,10,10.0,2.0
TEWA,0.892,0.971,1.000,0.543,46,25.0,0.0
TRUS,0.986,1.000,1.000,0.625,8,5.0,0.0
VEER,0.812,0.998,1.000,0.500,4,2.0,0.0
WAVI,0.924,0.997,1.000,0.800,10,8.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.952,0.968,1.000,0.677,31,21.0,0.0
WIWA,0.934,0.999,0.889,0.889,9,8.0,1.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,1.000,1.000,1.000,1.000,4,4.0,0.0
WTSP,0.857,0.982,0.947,0.419,43,18.0,1.0
YEWA,0.905,0.983,1.000,0.438,16,7.0,0.0
