class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.956,0.999,0.969,0.969,32,31.0,1.0
ALFL,0.989,0.999,0.974,0.804,46,37.0,1.0
AMBI,0.855,0.998,0.833,0.556,9,5.0,1.0
AMCR,0.788,0.985,1.000,0.480,25,12.0,0.0
AMRO,0.933,0.999,0.889,0.667,12,8.0,1.0
BADO,0.965,0.999,0.950,0.864,22,19.0,1.0
BBWA,0.917,0.999,1.000,0.500,6,3.0,0.0
BCCH,0.944,0.999,0.818,0.900,10,9.0,2.0
BEKI,0.925,0.998,1.000,0.875,8,7.0,0.0
BLJA,0.960,0.997,0.947,0.900,20,18.0,1.0
BRCR,0.869,0.998,0.824,1.000,14,14.0,3.0
BTNW,0.982,1.000,1.000,0.842,19,16.0,0.0
CANG,0.717,0.998,0.833,0.833,6,5.0,1.0
CEDW,0.926,0.997,1.000,0.609,23,14.0,0.0
CHSP,0.966,0.992,1.000,0.593,54,32.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.979,0.999,1.000,0.818,22,18.0,0.0
DEJU,0.780,0.993,0.800,0.727,11,8.0,2.0
EAKI,0.982,1.000,1.000,0.857,7,6.0,0.0
EATO,0.992,1.000,1.000,0.818,11,9.0,0.0
EAWP,0.994,1.000,0.966,0.933,30,28.0,1.0
FISP,0.954,0.999,1.000,0.750,12,9.0,0.0
GCKI,0.898,0.997,1.000,0.500,12,6.0,0.0
GHOW,0.794,0.915,1.000,0.321,28,9.0,0.0
HETH,0.649,0.904,1.000,0.233,43,10.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.984,0.999,1.000,0.783,23,18.0,0.0
NOFL,0.877,0.998,0.727,0.800,10,8.0,3.0
OVEN,1.000,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.928,0.998,1.000,0.538,13,7.0,0.0
RWBL,0.946,0.994,1.000,0.757,37,28.0,0.0
SWSP,0.902,0.986,1.000,0.590,39,23.0,0.0
SWTH,0.937,0.999,0.769,1.000,10,10.0,3.0
TEWA,0.896,0.966,1.000,0.565,46,26.0,0.0
TRUS,1.000,1.000,1.000,0.625,8,5.0,0.0
VEER,1.000,1.000,1.000,0.750,4,3.0,0.0
WAVI,0.942,0.998,1.000,0.700,10,7.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.928,0.994,1.000,0.645,31,20.0,0.0
WIWA,0.918,0.999,0.700,0.778,9,7.0,3.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,1.000,1.000,0.800,1.000,4,4.0,1.0
WTSP,0.866,0.988,1.000,0.442,43,19.0,0.0
YEWA,0.894,0.996,1.000,0.438,16,7.0,0.0
