class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.994,1.000,0.969,0.969,32,31.0,1.0
ALFL,0.977,0.999,0.949,0.804,46,37.0,2.0
AMBI,0.749,0.994,1.000,0.556,9,5.0,0.0
AMCR,0.786,0.988,1.000,0.320,25,8.0,0.0
AMRO,0.956,0.999,1.000,0.667,12,8.0,0.0
BADO,0.969,0.999,0.900,0.818,22,18.0,2.0
BBWA,0.897,0.999,1.000,0.500,6,3.0,0.0
BCCH,0.698,0.996,0.818,0.900,10,9.0,2.0
BEKI,0.877,0.995,0.857,0.750,8,6.0,1.0
BLJA,0.956,0.997,1.000,0.800,20,16.0,0.0
BRCR,0.971,0.999,0.929,0.929,14,13.0,1.0
BTNW,0.982,0.999,1.000,0.842,19,16.0,0.0
CANG,0.657,0.998,0.667,0.667,6,4.0,2.0
CEDW,0.855,0.995,0.867,0.565,23,13.0,2.0
CHSP,0.970,0.996,1.000,0.630,54,34.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.989,1.000,1.000,0.818,22,18.0,0.0
DEJU,0.857,0.992,0.889,0.727,11,8.0,1.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.992,1.000,1.000,0.818,11,9.0,0.0
EAWP,0.995,1.000,0.963,0.867,30,26.0,1.0
FISP,0.917,0.998,1.000,0.750,12,9.0,0.0
GCKI,0.838,0.983,1.000,0.583,12,7.0,0.0
GHOW,0.901,0.989,1.000,0.500,28,14.0,0.0
HETH,0.565,0.849,1.000,0.209,43,9.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.980,0.999,1.000,0.826,23,19.0,0.0
NOFL,0.970,1.000,0.900,0.900,10,9.0,1.0
OVEN,1.000,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.995,1.000,1.000,0.538,13,7.0,0.0
RWBL,0.934,0.993,0.963,0.703,37,26.0,1.0
SWSP,0.922,0.975,1.000,0.615,39,24.0,0.0
SWTH,0.945,0.999,0.833,1.000,10,10.0,2.0
TEWA,0.886,0.978,1.000,0.522,46,24.0,0.0
TRUS,1.000,1.000,1.000,0.625,8,5.0,0.0
VEER,0.950,1.000,1.000,0.500,4,2.0,0.0
WAVI,0.899,0.994,1.000,0.400,10,4.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.938,0.996,1.000,0.645,31,20.0,0.0
WIWA,0.919,0.999,0.667,0.889,9,8.0,4.0
WIWR,1.000,1.000,1.000,0.970,33,32.0,0.0
WOTH,1.000,1.000,1.000,1.000,4,4.0,0.0
WTSP,0.866,0.986,1.000,0.395,43,17.0,0.0
YEWA,0.930,0.998,1.000,0.438,16,7.0,0.0
