class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.992,1.000,0.967,0.906,32,29.0,1.0
ALFL,0.983,0.999,1.000,0.696,46,32.0,0.0
AMBI,0.838,0.997,1.000,0.556,9,5.0,0.0
AMCR,0.732,0.981,1.000,0.320,25,8.0,0.0
AMRO,0.922,0.997,1.000,0.667,12,8.0,0.0
BADO,0.985,1.000,0.944,0.773,22,17.0,1.0
BBWA,0.743,0.995,1.000,0.500,6,3.0,0.0
BCCH,0.810,0.998,0.900,0.900,10,9.0,1.0
BEKI,0.915,0.997,1.000,0.750,8,6.0,0.0
BLJA,0.971,0.999,1.000,0.700,20,14.0,0.0
BRCR,0.968,0.999,1.000,0.786,14,11.0,0.0
BTNW,0.964,0.998,1.000,0.895,19,17.0,0.0
CANG,1.000,1.000,0.857,1.000,6,6.0,1.0
CEDW,0.880,0.996,0.929,0.565,23,13.0,1.0
CHSP,0.987,0.998,1.000,0.704,54,38.0,0.0
CMWA,1.000,1.000,0.857,1.000,6,6.0,1.0
CORA,0.958,1.000,0.833,0.833,6,5.0,1.0
COYE,0.977,0.999,1.000,0.864,22,19.0,0.0
DEJU,0.883,0.986,1.000,0.818,11,9.0,0.0
EAKI,1.000,1.000,1.000,0.857,7,6.0,0.0
EATO,0.972,1.000,1.000,0.818,11,9.0,0.0
EAWP,0.995,1.000,0.964,0.900,30,27.0,1.0
FISP,1.000,1.000,1.000,0.750,12,9.0,0.0
GCKI,0.909,0.993,1.000,0.500,12,6.0,0.0
GHOW,0.774,0.915,1.000,0.214,28,6.0,0.0
HETH,0.560,0.879,1.000,0.186,43,8.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.987,0.999,1.000,0.826,23,19.0,0.0
NOFL,0.991,1.000,1.000,0.900,10,9.0,0.0
OVEN,0.991,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.977,1.000,1.000,0.538,13,7.0,0.0
RWBL,0.962,0.997,1.000,0.730,37,27.0,0.0
SWSP,0.887,0.972,1.000,0.615,39,24.0,0.0
SWTH,0.981,1.000,0.769,1.000,10,10.0,3.0
TEWA,0.862,0.958,1.000,0.500,46,23.0,0.0
TRUS,0.986,1.000,1.000,0.500,8,4.0,0.0
VEER,0.950,1.000,1.000,0.500,4,2.0,0.0
WAVI,0.948,0.999,1.000,0.600,10,6.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.961,0.996,1.000,0.677,31,21.0,0.0
WIWA,1.000,1.000,1.000,1.000,9,9.0,0.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,0.950,1.000,0.750,0.750,4,3.0,1.0
WTSP,0.859,0.982,1.000,0.465,43,20.0,0.0
YEWA,0.862,0.997,1.000,0.438,16,7.0,0.0
