class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.916,0.998,0.939,0.969,32,31.0,2.0
ALFL,0.966,0.998,0.949,0.804,46,37.0,2.0
AMBI,0.583,0.957,1.000,0.222,9,2.0,0.0
AMCR,0.763,0.987,0.833,0.400,25,10.0,2.0
AMRO,0.873,0.997,1.000,0.583,12,7.0,0.0
BADO,0.987,1.000,0.947,0.818,22,18.0,1.0
BBWA,1.000,1.000,1.000,0.500,6,3.0,0.0
BCCH,0.656,0.996,0.583,0.700,10,7.0,5.0
BEKI,0.917,0.997,1.000,0.750,8,6.0,0.0
BLJA,0.898,0.979,1.000,0.700,20,14.0,0.0
BRCR,0.856,0.997,0.692,0.643,14,9.0,4.0
BTNW,0.995,1.000,1.000,0.895,19,17.0,0.0
CANG,0.897,0.999,0.750,1.000,6,6.0,2.0
CEDW,0.807,0.992,0.917,0.478,23,11.0,1.0
CHSP,0.889,0.987,0.939,0.574,54,31.0,2.0
CMWA,1.000,1.000,0.857,1.000,6,6.0,1.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.931,0.999,0.952,0.909,22,20.0,1.0
DEJU,0.750,0.993,0.778,0.636,11,7.0,2.0
EAKI,0.968,1.000,0.857,0.857,7,6.0,1.0
EATO,1.000,1.000,1.000,0.636,11,7.0,0.0
EAWP,0.991,1.000,0.964,0.900,30,27.0,1.0
FISP,0.915,0.998,1.000,0.750,12,9.0,0.0
GCKI,0.859,0.989,1.000,0.500,12,6.0,0.0
GHOW,0.786,0.986,1.000,0.179,28,5.0,0.0
HETH,0.600,0.865,0.875,0.163,43,7.0,1.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.973,0.998,1.000,0.870,23,20.0,0.0
NOFL,0.883,0.998,0.727,0.800,10,8.0,3.0
OVEN,0.983,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.973,0.999,1.000,0.538,13,7.0,0.0
RWBL,0.961,0.998,0.912,0.838,37,31.0,3.0
SWSP,0.891,0.988,1.000,0.564,39,22.0,0.0
SWTH,0.937,0.999,0.818,0.900,10,9.0,2.0
TEWA,0.912,0.983,1.000,0.522,46,24.0,0.0
TRUS,0.970,1.000,0.857,0.750,8,6.0,1.0
VEER,0.917,0.999,1.000,0.750,4,3.0,0.0
WAVI,0.914,0.996,1.000,0.700,10,7.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.928,0.971,1.000,0.677,31,21.0,0.0
WIWA,0.908,0.999,0.667,0.889,9,8.0,4.0
WIWR,1.000,1.000,1.000,1.000,33,33.0,0.0
WOTH,0.950,1.000,1.000,0.750,4,3.0,0.0
WTSP,0.815,0.945,1.000,0.349,43,15.0,0.0
YEWA,0.925,0.979,1.000,0.500,16,8.0,0.0
