class,PR-AUC,ROC-AUC,precision,recall,annotated segments,TP segments,FP segments
AGOL,0.978,0.999,0.967,0.906,32,29.0,1.0
ALFL,0.993,0.999,1.000,0.804,46,37.0,0.0
AMBI,0.788,0.993,1.000,0.444,9,4.0,0.0
AMCR,0.837,0.989,1.000,0.400,25,10.0,0.0
AMRO,0.953,0.999,1.000,0.583,12,7.0,0.0
BADO,0.988,1.000,0.947,0.818,22,18.0,1.0
BBWA,1.000,1.000,1.000,0.667,6,4.0,0.0
BCCH,0.914,0.999,0.800,0.800,10,8.0,2.0
BEKI,0.905,0.996,1.000,0.750,8,6.0,0.0
BLJA,0.936,0.994,1.000,0.400,20,8.0,0.0
BRCR,0.855,0.997,0.857,0.429,14,6.0,1.0
BTNW,0.984,1.000,1.000,0.842,19,16.0,0.0
CANG,0.786,0.998,0.833,0.833,6,5.0,1.0
CEDW,0.914,0.998,0.889,0.348,23,8.0,1.0
CHSP,0.956,0.995,1.000,0.611,54,33.0,0.0
CMWA,1.000,1.000,1.000,1.000,6,6.0,0.0
CORA,1.000,1.000,1.000,1.000,6,6.0,0.0
COYE,0.965,0.998,1.000,0.864,22,19.0,0.0
DEJU,0.782,0.990,0.875,0.636,11,7.0,1.0
EAKI,0.982,1.000,1.000,0.857,7,6.0,0.0
EATO,0.938,0.999,1.000,0.545,11,6.0,0.0
EAWP,0.997,1.000,1.000,0.867,30,26.0,0.0
FISP,0.979,1.000,1.000,0.750,12,9.0,0.0
GCKI,0.933,0.998,1.000,0.417,12,5.0,0.0
GHOW,0.869,0.985,1.000,0.143,28,4.0,0.0
HETH,0.596,0.924,1.000,0.116,43,5.0,0.0
NHWR,1.000,1.000,1.000,1.000,9,9.0,0.0
NOCA,0.983,0.999,1.000,0.783,23,18.0,0.0
NOFL,0.962,0.999,0.833,1.000,10,10.0,2.0
OVEN,0.991,1.000,1.000,0.900,10,9.0,0.0
PISI,1.000,1.000,1.000,1.000,11,11.0,0.0
RBNU,0.995,1.000,1.000,0.692,13,9.0,0.0
RWBL,0.959,0.993,1.000,0.703,37,26.0,0.0
SWSP,0.880,0.987,1.000,0.256,39,10.0,0.0
SWTH,0.903,0.999,0.800,0.800,10,8.0,2.0
TEWA,0.941,0.994,1.000,0.500,46,23.0,0.0
TRUS,1.000,1.000,1.000,0.625,8,5.0,0.0
VEER,0.950,1.000,1.000,0.500,4,2.0,0.0
WAVI,0.983,1.000,1.000,0.500,10,5.0,0.0
WETA,1.000,1.000,1.000,1.000,11,11.0,0.0
WISN,0.946,0.993,1.000,0.645,31,20.0,0.0
WIWA,0.967,1.000,0.889,0.889,9,8.0,1.0
WIWR,1.000,1.000,1.000,0.970,33,32.0,0.0
WOTH,0.950,1.000,1.000,0.750,4,3.0,0.0
WTSP,0.880,0.984,1.000,0.465,43,20.0,0.0
YEWA,0.869,0.997,1.000,0.438,16,7.0,0.0
